#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8u4t_P               -            240 IGHJ                 -             17   7.5e-09   33.7   6.7   1   1   7.4e-09   7.5e-09   33.7   6.7     2    17   111   126   107   126 0.95 mol:protein length:240  REGN7663 Fab heavy chain
8u4t_Z               -            240 IGHJ                 -             17   7.5e-09   33.7   6.7   1   1   7.4e-09   7.5e-09   33.7   6.7     2    17   111   126   107   126 0.95 mol:protein length:240  REGN7663 Fab heavy chain
2qqn_H               -            230 IGHJ                 -             17   7.5e-09   33.7   3.7   1   1   7.4e-09   7.5e-09   33.7   3.7     4    17   110   123   108   123 0.97 mol:protein length:230  Antibody heavy chain
6q0e_H               -            243 IGHJ                 -             17   7.5e-09   33.7   7.0   1   1   7.4e-09   7.5e-09   33.7   7.0     1    16   116   131   116   132 0.98 mol:protein length:243  Fab heavy chain
6q1e_H               -            243 IGHJ                 -             17   7.5e-09   33.7   7.0   1   1   7.4e-09   7.5e-09   33.7   7.0     1    16   116   131   116   132 0.98 mol:protein length:243  Fab heavy chain
7u0c_A               -            238 IGHJ                 -             17   7.6e-09   33.7   6.5   1   1   7.4e-09   7.6e-09   33.7   6.5     3    17   112   126   110   126 0.97 mol:protein length:238  HEPC3.4 Fab Heavy Chain
7u0c_C               -            238 IGHJ                 -             17   7.6e-09   33.7   6.5   1   1   7.4e-09   7.6e-09   33.7   6.5     3    17   112   126   110   126 0.97 mol:protein length:238  HEPC3.4 Fab Heavy Chain
7u0c_H               -            238 IGHJ                 -             17   7.6e-09   33.7   6.5   1   1   7.4e-09   7.6e-09   33.7   6.5     3    17   112   126   110   126 0.97 mol:protein length:238  HEPC3.4 Fab Heavy Chain
7m6e_D               -            231 IGHJ                 -             17   7.6e-09   33.7   4.6   1   1   7.4e-09   7.6e-09   33.7   4.6     3    17   111   125   110   125 0.98 mol:protein length:231  BG10-19 Fab Heavy Chain
7m6e_F               -            231 IGHJ                 -             17   7.6e-09   33.7   4.6   1   1   7.4e-09   7.6e-09   33.7   4.6     3    17   111   125   110   125 0.98 mol:protein length:231  BG10-19 Fab Heavy Chain
7m6e_H               -            231 IGHJ                 -             17   7.6e-09   33.7   4.6   1   1   7.4e-09   7.6e-09   33.7   4.6     3    17   111   125   110   125 0.98 mol:protein length:231  BG10-19 Fab Heavy Chain
7lxy_E               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7lxy_F               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7lxy_M               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7lxz_E               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7lxz_F               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7lxz_M               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7ly2_E               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7ly2_F               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7ly2_M               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7n8h_E               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7n8h_H               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7n8h_M               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab Heavy Chain variable region
7so9_E               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab heavy chain
7so9_H               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab heavy chain
7so9_M               -            122 IGHJ                 -             17   7.7e-09   33.7   3.9   1   1   7.5e-09   7.7e-09   33.7   3.9     1    15   108   122   108   122 0.97 mol:protein length:122  S2M11 Fab heavy chain
7pnq_D               -            124 IGHJ                 -             17   7.8e-09   33.6   7.5   1   1   7.7e-09   7.8e-09   33.6   7.5     2    17   109   124   109   124 0.97 mol:protein length:124  43E6 antibody heavy chain
7pnq_H               -            124 IGHJ                 -             17   7.8e-09   33.6   7.5   1   1   7.7e-09   7.8e-09   33.6   7.5     2    17   109   124   109   124 0.97 mol:protein length:124  43E6 antibody heavy chain
7pnq_X               -            124 IGHJ                 -             17   7.8e-09   33.6   7.5   1   1   7.7e-09   7.8e-09   33.6   7.5     2    17   109   124   109   124 0.97 mol:protein length:124  43E6 antibody heavy chain
7po5_H               -            124 IGHJ                 -             17   7.8e-09   33.6   7.5   1   1   7.7e-09   7.8e-09   33.6   7.5     2    17   109   124   109   124 0.97 mol:protein length:124  47C9 antibody heavy chain
7po5_X               -            124 IGHJ                 -             17   7.8e-09   33.6   7.5   1   1   7.7e-09   7.8e-09   33.6   7.5     2    17   109   124   109   124 0.97 mol:protein length:124  47C9 antibody heavy chain
7po5_Z               -            124 IGHJ                 -             17   7.8e-09   33.6   7.5   1   1   7.7e-09   7.8e-09   33.6   7.5     2    17   109   124   109   124 0.97 mol:protein length:124  47C9 antibody heavy chain
7x94_H               -            268 IGHJ                 -             17   7.8e-09   33.6   5.6   1   1   7.7e-09   7.8e-09   33.6   5.6     2    17   136   152   135   152 0.86 mol:protein length:268  Ab712 heavy chain
7kf9_G               -            254 IGHJ                 -             17   7.8e-09   33.6   6.8   1   1   7.7e-09   7.8e-09   33.6   6.8     1    17   134   150   132   150 0.94 mol:protein length:254  Antibody Fab EBOV-296 heavy chain
7kf9_H               -            254 IGHJ                 -             17   7.8e-09   33.6   6.8   1   1   7.7e-09   7.8e-09   33.6   6.8     1    17   134   150   132   150 0.94 mol:protein length:254  Antibody Fab EBOV-296 heavy chain
7kf9_I               -            254 IGHJ                 -             17   7.8e-09   33.6   6.8   1   1   7.7e-09   7.8e-09   33.6   6.8     1    17   134   150   132   150 0.94 mol:protein length:254  Antibody Fab EBOV-296 heavy chain
7tdm_H               -            237 IGHJ                 -             17   7.8e-09   33.6   2.7   1   1   7.7e-09   7.8e-09   33.6   2.7     1    17   113   129   113   129 0.94 mol:protein length:237  COP-2 Fab Heavy chain
4n0y_H               -            231 IGHJ                 -             17   7.9e-09   33.6   1.1   1   1   7.8e-09   7.9e-09   33.6   1.1     3    17   112   126   110   126 0.91 mol:protein length:231  IGH526 Heavy Chain
7yc5_D               -            478 IGHJ                 -             17   8.1e-09   33.6   4.1   1   1   2.1e-08   2.1e-08   32.2   4.1     4    17   108   121   107   121 0.98 mol:protein length:478  Light chain from K202.B, bispecific antibody
7yc5_E               -            478 IGHJ                 -             17   8.1e-09   33.6   4.1   1   1   2.1e-08   2.1e-08   32.2   4.1     4    17   108   121   107   121 0.98 mol:protein length:478  Light chain from K202.B, bispecific antibody
7yc5_F               -            478 IGHJ                 -             17   8.1e-09   33.6   4.1   1   1   2.1e-08   2.1e-08   32.2   4.1     4    17   108   121   107   121 0.98 mol:protein length:478  Light chain from K202.B, bispecific antibody
7e7e_C               -            228 IGHJ                 -             17   8.1e-09   33.6   4.0   1   1     8e-09   8.1e-09   33.6   4.0     2    17   105   120   105   120 0.96 mol:protein length:228  h11B11-Fab
7e7e_H               -            228 IGHJ                 -             17   8.1e-09   33.6   4.0   1   1     8e-09   8.1e-09   33.6   4.0     2    17   105   120   105   120 0.96 mol:protein length:228  h11B11-Fab
7km6_H               -            176 IGHJ                 -             17   8.1e-09   33.6   5.0   1   1   1.8e-08   1.8e-08   32.5   5.0     2    17   104   119   104   119 0.98 mol:protein length:176  5G7 human monoclonal FAB heavy chain
7km6_h               -            176 IGHJ                 -             17   8.1e-09   33.6   5.0   1   1   1.8e-08   1.8e-08   32.5   5.0     2    17   104   119   104   119 0.98 mol:protein length:176  5G7 human monoclonal FAB heavy chain
7wth_H               -            118 IGHJ                 -             17   8.1e-09   33.6   0.4   1   1   1.7e-08   1.8e-08   32.5   0.4     2    17   103   118   103   118 0.94 mol:protein length:118  Heavy chain of XGv264
7wti_G               -            118 IGHJ                 -             17   8.1e-09   33.6   0.4   1   1   1.7e-08   1.8e-08   32.5   0.4     2    17   103   118   103   118 0.94 mol:protein length:118  Heavy chain of XGv264
7wti_H               -            118 IGHJ                 -             17   8.1e-09   33.6   0.4   1   1   1.7e-08   1.8e-08   32.5   0.4     2    17   103   118   103   118 0.94 mol:protein length:118  Heavy chain of XGv264
7wti_I               -            118 IGHJ                 -             17   8.1e-09   33.6   0.4   1   1   1.7e-08   1.8e-08   32.5   0.4     2    17   103   118   103   118 0.94 mol:protein length:118  Heavy chain of XGv264
7ugn_M               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugn_N               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugn_O               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugo_M               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugo_N               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugo_O               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugp_M               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugp_N               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugp_O               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugq_M               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugq_N               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
7ugq_O               -            133 IGHJ                 -             17   8.2e-09   33.6   7.0   1   1   1.8e-08   1.8e-08   32.5   7.0     1    17   116   132   115   132 0.95 mol:protein length:133  10-1074 Fab heavy chain
6o23_A               -            227 IGHJ                 -             17   8.3e-09   33.6   1.1   1   1   8.1e-09   8.3e-09   33.6   1.1     4    17   111   124   110   124 0.94 mol:protein length:227  2243 Fab heavy chain
6o23_C               -            227 IGHJ                 -             17   8.3e-09   33.6   1.1   1   1   8.1e-09   8.3e-09   33.6   1.1     4    17   111   124   110   124 0.94 mol:protein length:227  2243 Fab heavy chain
6m3b_C               -            223 IGHJ                 -             17   8.3e-09   33.5   2.3   1   1   8.2e-09   8.3e-09   33.5   2.3     2    17   109   124   109   124 0.94 mol:protein length:223  c25k23 Fab H chain
6t9d_AAA             -            220 IGHJ                 -             17   8.3e-09   33.5   5.5   1   1   8.2e-09   8.3e-09   33.5   5.5     3    17   102   116   101   116 0.98 mol:protein length:220  VP mat DutaFab VH chain
6t9d_HHH             -            220 IGHJ                 -             17   8.3e-09   33.5   5.5   1   1   8.2e-09   8.3e-09   33.5   5.5     3    17   102   116   101   116 0.98 mol:protein length:220  VP mat DutaFab VH chain
6t9e_AAA             -            220 IGHJ                 -             17   8.3e-09   33.5   5.5   1   1   8.2e-09   8.3e-09   33.5   5.5     3    17   102   116   101   116 0.98 mol:protein length:220  DutaFab mat VH chain
6t9e_HHH             -            220 IGHJ                 -             17   8.3e-09   33.5   5.5   1   1   8.2e-09   8.3e-09   33.5   5.5     3    17   102   116   101   116 0.98 mol:protein length:220  DutaFab mat VH chain
6v4o_A               -            249 IGHJ                 -             17   8.3e-09   33.5   4.6   1   1   8.2e-09   8.3e-09   33.5   4.6     3    17   116   130   115   130 0.98 mol:protein length:249  Antibody Fab heavy chain
6v4o_C               -            249 IGHJ                 -             17   8.3e-09   33.5   4.6   1   1   8.2e-09   8.3e-09   33.5   4.6     3    17   116   130   115   130 0.98 mol:protein length:249  Antibody Fab heavy chain
6v4o_D               -            249 IGHJ                 -             17   8.3e-09   33.5   4.6   1   1   8.2e-09   8.3e-09   33.5   4.6     3    17   116   130   115   130 0.98 mol:protein length:249  Antibody Fab heavy chain
6v4o_H               -            249 IGHJ                 -             17   8.3e-09   33.5   4.6   1   1   8.2e-09   8.3e-09   33.5   4.6     3    17   116   130   115   130 0.98 mol:protein length:249  Antibody Fab heavy chain
6kva_H               -            227 IGHJ                 -             17   8.3e-09   33.5   0.7   1   1   8.2e-09   8.3e-09   33.5   0.7     5    17   109   121   107   121 0.95 mol:protein length:227  heavy chain
6kva_h               -            227 IGHJ                 -             17   8.3e-09   33.5   0.7   1   1   8.2e-09   8.3e-09   33.5   0.7     5    17   109   121   107   121 0.95 mol:protein length:227  heavy chain
6kvf_A               -            227 IGHJ                 -             17   8.3e-09   33.5   0.7   1   1   8.2e-09   8.3e-09   33.5   0.7     5    17   109   121   107   121 0.95 mol:protein length:227  heavy chain
6kvf_H               -            227 IGHJ                 -             17   8.3e-09   33.5   0.7   1   1   8.2e-09   8.3e-09   33.5   0.7     5    17   109   121   107   121 0.95 mol:protein length:227  heavy chain
8f0l_A               -            223 IGHJ                 -             17   8.4e-09   33.5   2.7   1   1   8.2e-09   8.4e-09   33.5   2.7     2    17   104   119   103   119 0.92 mol:protein length:223  ADI-26906 Fab Heavy Chain
8f0l_H               -            223 IGHJ                 -             17   8.4e-09   33.5   2.7   1   1   8.2e-09   8.4e-09   33.5   2.7     2    17   104   119   103   119 0.92 mol:protein length:223  ADI-26906 Fab Heavy Chain
7czu_H               -            457 IGHJ                 -             17   8.5e-09   33.5   2.6   1   1   8.3e-09   8.5e-09   33.5   2.6     4    17   114   127   114   127 0.99 mol:protein length:457  Immunoglobulin heavy variable 3-30-3,Immunoglobulin heavy variable 3-30-3,Chain H of P5A-1B6_2B,Immunoglobulin gamma-1 heavy chain,Immunoglobulin gamma-1 heavy chain
7czu_J               -            457 IGHJ                 -             17   8.5e-09   33.5   2.6   1   1   8.3e-09   8.5e-09   33.5   2.6     4    17   114   127   114   127 0.99 mol:protein length:457  Immunoglobulin heavy variable 3-30-3,Immunoglobulin heavy variable 3-30-3,Chain H of P5A-1B6_2B,Immunoglobulin gamma-1 heavy chain,Immunoglobulin gamma-1 heavy chain
7czv_H               -            457 IGHJ                 -             17   8.5e-09   33.5   2.6   1   1   8.3e-09   8.5e-09   33.5   2.6     4    17   114   127   114   127 0.99 mol:protein length:457  Immunoglobulin heavy variable 3-30-3,chain H of P5A-1B6_3B,Immunoglobulin gamma-1 heavy chain
7czv_I               -            457 IGHJ                 -             17   8.5e-09   33.5   2.6   1   1   8.3e-09   8.5e-09   33.5   2.6     4    17   114   127   114   127 0.99 mol:protein length:457  Immunoglobulin heavy variable 3-30-3,chain H of P5A-1B6_3B,Immunoglobulin gamma-1 heavy chain
7czv_J               -            457 IGHJ                 -             17   8.5e-09   33.5   2.6   1   1   8.3e-09   8.5e-09   33.5   2.6     4    17   114   127   114   127 0.99 mol:protein length:457  Immunoglobulin heavy variable 3-30-3,chain H of P5A-1B6_3B,Immunoglobulin gamma-1 heavy chain
5lbs_H               -            141 IGHJ                 -             17   8.5e-09   33.5   9.4   1   1   1.8e-08   1.8e-08   32.5   9.4     1    17   106   122   105   122 0.96 mol:protein length:141  BROADLY NEUTRALIZING HUMAN ANTIBODY EDE1 C8
5lbs_I               -            141 IGHJ                 -             17   8.5e-09   33.5   9.4   1   1   1.8e-08   1.8e-08   32.5   9.4     1    17   106   122   105   122 0.96 mol:protein length:141  BROADLY NEUTRALIZING HUMAN ANTIBODY EDE1 C8
8p2e_A               -            223 IGHJ                 -             17   8.6e-09   33.5   4.2   1   1   8.5e-09   8.6e-09   33.5   4.2     4    17   106   119   104   119 0.97 mol:protein length:223  B1 fab light
8p2e_C               -            223 IGHJ                 -             17   8.6e-09   33.5   4.2   1   1   8.5e-09   8.6e-09   33.5   4.2     4    17   106   119   104   119 0.97 mol:protein length:223  B1 fab light
8p2e_E               -            223 IGHJ                 -             17   8.6e-09   33.5   4.2   1   1   8.5e-09   8.6e-09   33.5   4.2     4    17   106   119   104   119 0.97 mol:protein length:223  B1 fab light
8p2e_G               -            223 IGHJ                 -             17   8.6e-09   33.5   4.2   1   1   8.5e-09   8.6e-09   33.5   4.2     4    17   106   119   104   119 0.97 mol:protein length:223  B1 fab light
6b3s_C               -            222 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.5e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:222  Necitumumab Fab Heavy chain
6b3s_F               -            222 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.5e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:222  Necitumumab Fab Heavy chain
6b3s_H               -            222 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.5e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:222  Necitumumab Fab Heavy chain
6b3s_J               -            222 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.5e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:222  Necitumumab Fab Heavy chain
3b2u_C               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_F               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_H               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_J               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_N               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_Q               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_T               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2u_W               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 Fab Heavy chain
3b2v_H               -            223 IGHJ                 -             17   8.7e-09   33.5   4.1   1   1   8.6e-09   8.7e-09   33.5   4.1     4    17   108   121   107   121 0.98 mol:protein length:223  IMC-11F8 FAB Heavy chain
5u0r_H               -            238 IGHJ                 -             17   8.8e-09   33.5   0.8   1   1   8.6e-09   8.8e-09   33.5   0.8     4    16   114   126   111   127 0.93 mol:protein length:238  DH270.UCA1 heavy chain
5u15_A               -            238 IGHJ                 -             17   8.8e-09   33.5   0.8   1   1   8.6e-09   8.8e-09   33.5   0.8     4    16   114   126   111   127 0.93 mol:protein length:238  DH270.UCA3 heavy chain
5u15_H               -            238 IGHJ                 -             17   8.8e-09   33.5   0.8   1   1   8.6e-09   8.8e-09   33.5   0.8     4    16   114   126   111   127 0.93 mol:protein length:238  DH270.UCA3 heavy chain
6um5_C               -            238 IGHJ                 -             17   8.8e-09   33.5   0.8   1   1   8.6e-09   8.8e-09   33.5   0.8     4    16   114   126   111   127 0.93 mol:protein length:238  DH270 UCA3 Fab Heavy Chain
6um5_G               -            238 IGHJ                 -             17   8.8e-09   33.5   0.8   1   1   8.6e-09   8.8e-09   33.5   0.8     4    16   114   126   111   127 0.93 mol:protein length:238  DH270 UCA3 Fab Heavy Chain
6um5_K               -            238 IGHJ                 -             17   8.8e-09   33.5   0.8   1   1   8.6e-09   8.8e-09   33.5   0.8     4    16   114   126   111   127 0.93 mol:protein length:238  DH270 UCA3 Fab Heavy Chain
7dzy_H               -            225 IGHJ                 -             17   8.8e-09   33.5   4.1   1   1   8.7e-09   8.8e-09   33.5   4.1     4    17   111   124   110   124 0.98 mol:protein length:225  Fab Heavy chain of enhancing antibody 2490
7dzy_M               -            225 IGHJ                 -             17   8.8e-09   33.5   4.1   1   1   8.7e-09   8.8e-09   33.5   4.1     4    17   111   124   110   124 0.98 mol:protein length:225  Fab Heavy chain of enhancing antibody 2490
7dzy_O               -            225 IGHJ                 -             17   8.8e-09   33.5   4.1   1   1   8.7e-09   8.8e-09   33.5   4.1     4    17   111   124   110   124 0.98 mol:protein length:225  Fab Heavy chain of enhancing antibody 2490
6bkb_H               -            232 IGHJ                 -             17   8.9e-09   33.5   0.7   1   1   8.7e-09   8.9e-09   33.5   0.7     4    17   114   127   111   127 0.95 mol:protein length:232  Fab AR3A heavy chain
6uyg_H               -            232 IGHJ                 -             17   8.9e-09   33.5   0.7   1   1   8.7e-09   8.9e-09   33.5   0.7     4    17   114   127   111   127 0.95 mol:protein length:232  Fab AR3A heavy chain
5vic_H               -            234 IGHJ                 -             17     9e-09   33.4   1.4   1   1   8.8e-09     9e-09   33.4   1.4     4    17   109   122   107   122 0.95 mol:protein length:234  Fab heavy chain
7uel_H               -            229 IGHJ                 -             17     9e-09   33.4   4.1   1   1   8.9e-09     9e-09   33.4   4.1     4    17   105   118   104   118 0.98 mol:protein length:229  Heavy chain Fab of antibody JEC1
8tjt_D               -            227 IGHJ                 -             17     9e-09   33.4   6.0   1   1   8.9e-09     9e-09   33.4   6.0     3    17   111   125   106   125 0.93 mol:protein length:227  anti-GCGR Fab heavy chain
8tjt_E               -            227 IGHJ                 -             17     9e-09   33.4   6.0   1   1   8.9e-09     9e-09   33.4   6.0     3    17   111   125   106   125 0.93 mol:protein length:227  anti-GCGR Fab heavy chain
8tjt_F               -            227 IGHJ                 -             17     9e-09   33.4   6.0   1   1   8.9e-09     9e-09   33.4   6.0     3    17   111   125   106   125 0.93 mol:protein length:227  anti-GCGR Fab heavy chain
8tjt_H               -            227 IGHJ                 -             17     9e-09   33.4   6.0   1   1   8.9e-09     9e-09   33.4   6.0     3    17   111   125   106   125 0.93 mol:protein length:227  anti-GCGR Fab heavy chain
4llv_A               -            129 IGHJ                 -             17     9e-09   33.4   0.7   1   1   8.9e-09     9e-09   33.4   0.7     3    17   115   129   114   129 0.94 mol:protein length:129  4E10 Fv heavy chain
4llv_C               -            129 IGHJ                 -             17     9e-09   33.4   0.7   1   1   8.9e-09     9e-09   33.4   0.7     3    17   115   129   114   129 0.94 mol:protein length:129  4E10 Fv heavy chain
4llv_E               -            129 IGHJ                 -             17     9e-09   33.4   0.7   1   1   8.9e-09     9e-09   33.4   0.7     3    17   115   129   114   129 0.94 mol:protein length:129  4E10 Fv heavy chain
4llv_H               -            129 IGHJ                 -             17     9e-09   33.4   0.7   1   1   8.9e-09     9e-09   33.4   0.7     3    17   115   129   114   129 0.94 mol:protein length:129  4E10 Fv heavy chain
5vz1_B               -            235 IGHJ                 -             17   9.1e-09   33.4   4.9   1   1   8.9e-09   9.1e-09   33.4   4.9     3    17   113   127   112   127 0.96 mol:protein length:235  Apo Antibody Fab Heavy Chain
5vz1_D               -            235 IGHJ                 -             17   9.1e-09   33.4   4.9   1   1   8.9e-09   9.1e-09   33.4   4.9     3    17   113   127   112   127 0.96 mol:protein length:235  Apo Antibody Fab Heavy Chain
6b6z_B               -            235 IGHJ                 -             17   9.1e-09   33.4   4.9   1   1   8.9e-09   9.1e-09   33.4   4.9     3    17   113   127   112   127 0.96 mol:protein length:235  Apo Fab Heavy Chain
6b6z_D               -            235 IGHJ                 -             17   9.1e-09   33.4   4.9   1   1   8.9e-09   9.1e-09   33.4   4.9     3    17   113   127   112   127 0.96 mol:protein length:235  Apo Fab Heavy Chain
6yio_H               -            227 IGHJ                 -             17   9.1e-09   33.4   3.5   1   1   8.9e-09   9.1e-09   33.4   3.5     4    17   109   122   109   122 0.99 mol:protein length:227  FAB FRAGMENT HEAVY CHAIN
2agj_H               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  Yvo Fab, Heavy Chain
8ady_H               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ady_Q               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
